"cie10","descripcion"
"E268","Otros Tipos De Hiperaldosteronismo"
"E269","Hiperaldosteronismo; No Especificado"
"E270","Otra Hiperactividad Corticosuprarrenal"
"E271","Insuficiencia Corticosuprarrenal Primaria"
"E272","Crisis Addisoniana"
"E273","Insuficiencia Corticosuprarrenal Inducida Por Drogas"
"E274","Otras Insuficiencias Corticosuprarrenales Y Las No Especificadas"
"E275","Hiperfuncion De La Medula Suprarrenal"
"E278","Otros Trastornos Especificados De La Glandula Suprarrenal"
"E279","Trastorno De La Glandula Suprarrenal; No Especificado"
"E280","Exceso De Estrogenos"
"E281","Exceso De Androgenos"
"E282","Sindrome De Ovario Poliquistico"
"E283","Insuficiencia Ovarica Primaria"
"E288","Otras Disfunciones Ovaricas"
"E289","Disfuncion Ovarica; No Especificada"
"E290","Hiperfuncion Testicular"
"E291","Hipofuncion Testicular"
"E298","Otras Disfunciones Testiculares"
"E299","Disfuncion Testicular; No Especificada"
"E300","Pubertad Retardada"
"E301","Pubertad Precoz"
"E308","Otros Trastornos De La Pubertad"
"E309","Trastorno De La Pubertad; No Especificado"
"E310","Insuficiencia Poliglandular Autoinmune"
"E311","Hiperfuncion Poliglandular"
"E318","Otras Disfunciones Poliglandulares"
"E319","Disfuncion Poliglandular; No Especificada"
"E320","Hiperplasia Persistente Del Timo"
"E321","Absceso Del Timo"
"E328","Otras Enfermedades Del Timo"
"E329","Enfermedad Del Timo; No Especificada"
"E340","Sindrome Carcinoide"
"E341","Otras Hipersecreciones De Hormonas Intestinales"
"E342","Secrecion Hormonal Ectopica; No Clasificada En Otra Parte"
"E343","Enanismo; No Clasificado En Otra Parte"
"E344","Estatura Alta Constitucional"
"E345","Sindrome De Resistencia Androgenica"
"E348","Otros Trastornos Endocrinos Especificados"
"E349","Trastorno Endocrino; No Especificado"
"E350","Trastornos De La Glandula Tiroides En Enfermedades Clasificadas En Otra Parte"
"E351","Trastornos De Las Glandulas Suprarrenales En Enfermedades Clasificadas En Otra Parte"
"E358","Trastornos De Otras Glandulas Endocrinas En Enfermedades Clasificadas En Otra Parte"
"E40X","Kwashiorkor"
"E41X","Marasmo Nutricional"
"E42X","Kwashiorkor Marasmatico"
"E43X","Desnutricion Proteicocalorica Severa; No Especificada"
"E440","Desnutricion Proteicocalorica Moderada"
"E441","Desnutricion Proteicocalorica Leve"
"E45X","Retardo Del Desarrollo Debido A Desnutricion Proteicocalorica"
"E46X","Desnutricion Proteicocalorica; No Especificada"
"E500","Deficiencia De Vitamina A Con Xerosis Conjuntival"
"E501","Deficiencia De Vitamina A Con Mancha De Bitot Y Xerosis Conjuntival"
"E502","Deficiencia De Vitamina A Con Xerosis Corneal"
"E503","Deficiencia De Vitamina A Con Ulceracion Corneal Y Xerosis"
"E504","Deficiencia De Vitamina A Con Queratomalacia"
"E505","Deficiencia De Vitamina A Con Ceguera Nocturna"
"E506","Deficiencia De Vitamina A Con Cicatrices Xeroftalmicas De La Cornea"
"E507","Otras Manifestaciones Oculares De Deficiencia De Vitamina A"
"E508","Otras Manifestaciones De Deficiencia De Vitamina A"
"E509","Deficiencia De Vitamina A; No Especificada"
"E511","Beriberi"
"E512","Encefalopatia De Wernicke"
"E518","Otras Manifestaciones De La Deficiencia De Tiamina"
"E519","Deficiencia De Tiamina; No Especificada"
"E52X","Deficiencia De Niacina [Pelagra]"
"E530","Deficiencia De Riboflavina"
"E531","Deficiencia De Piridoxina"
"E538","Deficiencia De Otras Vitaminas Del Grupo B"
"E539","Deficiencia De Vitamina B; No Especificada"
"E54X","Deficiencia De Acido Ascorbico"
"E550","Raquitismo Activo"
"E559","Deficiencia De Vitamina D; No Especificada"
"E560","Deficiencia De Vitamina E"
"E561","Deficiencia De Vitamina K"
"E568","Deficiencia De Otras Vitaminas"
"E569","Deficiencia De Vitamina; No Especificada"
"E58X","Deficiencia Dietetica De Calcio"
"E59X","Deficiencia Dietetica De Selenio"
"E60X","Deficiencia Dietetica De Zinc"
"E610","Deficiencia De Cobre"
"E611","Deficiencia De Hierro"
"E612","Deficiencia De Magnesio"
"E613","Deficiencia De Manganeso"
"E614","Deficiencia De Cromo"
"E615","Deficiencia De Molibdeno"
"E616","Deficiencia De Vanadio"
"E617","Deficiencia De Multiples Elementos Nutricionales"
"E618","Deficiencia De Otros Elementos Nutricionales Especificados"
"E619","Deficiencia De Otro Elemento Nutricional; No Especificado"
"E630","Deficiencia De Acidos Grasos Esenciales [Age]"
"E631","Desequilibrio De Los Constituyentes En La Dieta"
"E638","Otras Deficiencias Nutricionales Especificadas"
"E639","Deficiencia Nutricional; No Especificada"
"E640","Secuelas De La Desnutricion Proteicocalorica"
"E641","Secuelas De La Deficiencia De Vitamina A"
"E642","Secuelas De La Deficiencia De Vitamina C"
"E643","Secuelas Del Raquitismo"
"E648","Secuelas De Otras Deficiencias Nutricionales"
"E649","Secuelas De La Deficiencia Nutricional No Especificada"
"E65X","Adiposidad Localizada"
"E660","Obesidad Debida A Exceso De Calorias"
"E661","Obesidad Inducida Por Drogas"
"E662","Obesidad Extrema Con Hipoventilacion Alveolar"
"E668","Otros Tipos De Obesidad"
"E669","Obesidad; No Especificada"
"E670","Hipervitaminosis A"
"E671","Hipercarotinemia"
"E672","Sindrome De Megavitamina B6"
"E673","Hipervitaminosis D"
"E678","Otros Tipos De Hiperalimentacion Especificados"
"E68X","Secuelas De Hiperalimentacion"
"E700","Fenilcetonuria Clasica"
"E701","Otras Hiperfenilalaninemias"
"E702","Trastornos Del Metabolismo De La Tirosina"
"E703","Albinismo"
"E708","Otros Trastornos Del Metabolismo De Los Aminoacidos Aromaticos"
"E709","Trastorno Del Metabolismo De Los Aminoacidos Aromaticos; No Especificado"
"E710","Enfermedad De La Orina En Jarabe De Arce"
"E711","Otros Trastornos Del Metabolismo De Los Aminoacidos De Cadena Ramificada"
"E712","Otros Trastornos Del Metabolismo De Los Aminoacidos De Cadena Ramificada; No Especificados"
"E713","Trastornos Del Metabolismo De Los Acidos Grasos"
"E720","Trastornos Del Transporte De Los Aminoacidos"
"E721","Trastornos Del Metabolismo De Los Aminoacidos Azufrados"
"E722","Trastornos Del Metabolismo Del Ciclo De La Urea"
"E723","Trastornos Del Metabolismo De La Lisina Y La Hidroxilisina"
"E724","Trastornos Del Metabolismo De La Ornitina"
"E725","Trastornos Del Metabolismo De La Glicina"
"E728","Otros Trastornos Especificados Del Metabolismo De Los Aminoacidos"
"E729","Trastorno Del Metabolismo De Los Aminoacidos; No Especificado"
"E730","Deficiencia Congenita De Lactasa"
"E731","Deficiencia Secundaria De Lactasa"
"E738","Otros Tipos De Intolerancia A La Lactosa"
"E739","Intolerancia A La Lactosa; No Especificada"
"E740","Enfermedad Del Almacenamiento De Glucogeno"
"E741","Trastornos Del Metabolismo De La Fructosa"
"E742","Trastorno Del Metabolismo De La Galactosa"
"E743","Otros Trastornos De La Absorcion Intestinal De Carbohidratos"
"E744","Trastornos Del Metabolismo Del Piruvato Y De La Gluconeogenesis"
"E748","Otros Trastornos Especificados Del Metabolismo De Los Carbohidratos"
"E749","Trastorno Del Metabolismo De Los Carbohidratos; No Especificado"
"E750","Gangliosidosis Gm2"
"E751","Otras Gangliosidosis"
"E752","Otras Esfingolipidosis"
"E753","Esfingolipidosis; No Especificada"
"E754","Lipofuscinosis Ceroide Neuronal"
"E755","Otros Trastornos Del Almacenamiento De Lipidos"
"E756","Trastorno Del Almacenamiento De Lipidos; No Especificado"
"E760","Mucopolisacaridosis Tipo I"
"E761","Mucopolisacaridosis Tipo Ii"
"E762","Otras Mucopolisacaridosis"
"E763","Mucopolisacaridosis No Especificada"
"E768","Otros Trastornos Del Metabolismo De Los Glucosaminoglicanos"
"E769","Trastorno Del Metabolismo De Los Glucosaminoglicanos; No Especificado"
"E770","Defectos En La Modificacion Postraslacional De Enzimas Lisosomales"
"E771","Defectos De La Degradacion De Glucoproteinas"
"E778","Otros Trastornos Del Metabolismo De Las Glucoproteinas"
"E779","Trastornos Del Metabolismo De Las Glucoproteinas; No Especificado"
"E780","Hipercolesterolemia Pura"
"E781","Hipergliceridemia Pura"
"E782","Hiperlipidemia Mixta"
"E783","Hiperquilomicronemia"
"E784","Otra Hiperlipidemia"
"E785","Hiperlipidemia No Especificada"
"E786","Deficiencia De Lipoproteinas"
"E788","Otros Trastornos Del Metabolismo De Las Lipoproteinas"
"E789","Trastorno Del Metabolismo De Las Lipoproteinas; No Especificado"
"E790","Hiperuricemia Sin Signos De Artritis Inflamatoria Y Enfermedad Tofacea"
"E791","Sindrome De Lesch-Nyhan"
"E798","Otros Trastornos Del Metabolismo De Las Purinas Y De Las Pirimidinas"
"E799","Trastorno Del Metabolismo De Las Purinas Y De Las Pirimidinas; No Especificado"
"E800","Porfiria Eritropoyetica Hereditaria"
"E801","Porfiria Cutanea Tardia"
"E802","Otras Porfirias"
"E803","Defectos De Catalasa Y Peroxidasa"
"E804","Sindrome De Gilbert"
"E805","Sindrome De Crigler-Najjar"
"E806","Otros Trastornos Del Metabolismo De La Bilirrubina"
"E807","Trastorno Del Metabolismo De La Bilirrubina; No Especificado"
"E830","Trastornos Del Metabolismo Del Cobre"
"E831","Trastornos Del Metabolismo Del Hierro"
"E832","Trastornos Del Metabolismo Del Zinc"
"E833","Trastornos Del Metabolismo Del Fosforo Y Fosfatasa"
"E834","Trastornos Del Metabolismo Del Magnesio"
"E835","Trastornos Del Metabolismo Del Calcio"
"E838","Otros Trastornos Del Metabolismo De Los Minerales"
"E839","Trastorno Del Metabolismo De Los Minerales; No Especificado"
"E840","Fibrosis Quistica Con Manifestaciones Pulmonares"
"E841","Fibrosis Quistica Con Manifestaciones Intestinales"
"E848","Fibrosis Quistica Con Otras Manifestaciones"
"E849","Fibrosis Quistica; Sin Otra Especificacion"
"E850","Amiloidosis Heredofamiliar No Neuropatica"
"E851","Amiloidosis Heredofamiliar Neuropatica"
"E852","Amiloidosis Heredofamiliar No Especificada"
"E853","Amiloidosis Sistemica Secundaria"
"E854","Amiloidosis Limitada A Un Organo"
"E858","Otras Amiloidosis"
"E859","Amiloidosis; No Especificada"
"E86X","Deplecion Del Volumen"
"E870","Hiperosmolaridad E Hipernatremia"
"E871","Hiposmolaridad E Hiponatremia"
"E872","Acidosis"
"E873","Alcalosis"
"E874","Trastornos Mixtos Del Balance Acido-Basico"
"E875","Hiperpotasemia"
"E876","Hipopotasmia"
"E877","Sobrecarga De Liquidos"
"E878","Otros Trastornos Del Equilibrio De Los Electrolitos Y De Los Liquidos; No Clasificados En Otra Parte"
"E880","Trastornos Del Metabolismo De Las Proteinas Plasmaticas; No Clasificados En Otra Parte"
"E881","Lipodistrofia; No Clasificada En Otra Parte"
"E882","Lipomatosis; No Clasificada En Otra Parte"
"E883","Sindrome De Lisis Tumoral"
"E888","Otros Trastornos Especificados Del Metabolismo"
"E889","Trastorno Metabolico; No Especificado"
"E890","Hipotiroidismo Consecutivo A Procedimientos"
"E891","Hipoinsulinemia Consecutiva A Procedimientos"
"E892","Hipoparatiroidismo Consecutivo A Procedimientos"
"E893","Hipopituitarismo Consecutivo A Procedimientos"
"E894","Insuficiencia Ovarica Consecutiva A Procedimientos"
"E895","Hipofuncion Testicular Consecutiva A Procedimientos"
"E896","Hipofuncion Adrenocortical [Medula Suprarrenal] Consecutiva A Procedimientos"
"E898","Otros Trastornos Metabolicos Y Endocrinos Consecutivos A Procedimientos"
"E899","Trastorno Endocrino Y Metabolico Consecutivo A Procedimientos; No Especificado"
"E90X","Trastornos Nutricionales Y Metabolicos En Enfermedades Clasificadas En Otra Parte"
"F000","Demencia  En La Enfermedad De Alzheimer; De Comienzo Temprano"
"F001","Demencia  En La Enfermedad De Alzheimer; De Comienzo Tardio"
"F002","Demencia  En La Enfermedad De Alzheimer; Atipica O De Tipo Mixto"
"F009","Demencia  En La Enfermedad De Alzheimer; No Especificada"
"F010","Demencia  Vascular De Comienzo Agudo"
"F011","Demencia  Vascular Por Infartos Multiples"
"F012","Demencia  Vascular Subcortical"
"F013","Demencia  Vascular Mixta; Cortical Y Subcortical"
"F018","Otras Demencia Vasculares"
"F019","Demencia  Vascular; No Especificada"
"F020","Demencia  En La Enfermedad De Pick"
"F021","Demencia  En La Enfermedad De Creutzfeldt-Jakob"
"F022","Demencia  En La Enfermedad De Huntington"
"F023","Demencia  En La Enfermedad De Parkinson"
"F024","Demencia  En La Enfermedad Por Virus De La Inmunodeficiencia Humana [Vih]"
"F028","Demencia  En Otras Enfermedades Especificadas Clasificadas En Otra Parte"
"F03X","Demencia ; No Especificada"
"F04X","Sindrome Amnesico Organico; No Inducido Por Alcohol O Por Otras Sustancias Psicoactivas"
"F050","Delirio No Superpuesto A Un Cuadro De Demencia; Asi Descrito"
"F051","Delirio Superpuesto A Un Cuadro De Demencia"
"F058","Otros Delirios"
"F059","Delirio; No Especificado"
"F060","Alucinosis Organica"
"F061","Trastorno Catatonico; Organico"
"F062","Trastorno Delirante [Esquizofreniforme]; Organico"
"F063","Trastornos Del Humor [Afectivos]; Organicos"
"F064","Trastorno De Ansiedad; Organico"
"F065","Trastorno Disociativo; Organico"
"F066","Trastorno De Labilidad Emocional [Astenico]; Organico"
"F067","Trastorno Cognoscitivo Leve"
"F068","Otros Trastornos Mentales Especificados Debidos A Lesion Y Disfuncion Cerebral Y A Enfermedad Fisica"
"F069","Trastorno Mental No Especificado Debido A Lesion Y Disfuncion Cerebral Y A Enfermedad Fisica"
"F070","Trastorno De La Personalidad; Organico"
"F071","Sindrome Postencefalitico"
"F072","Sindrome Postconcusional"
"F078","Otros Trastornos Organicos De La Personalidad Y Del Comportamiento Debidos A Enfermedad; Lesion Y  D"
"F079","Trastorno Organico De La Personalidad Y Del Comportamiento; No Especificado; Debido A Enfermedad; Le"
"F09X","Trastorno Mental Organico O Sintomatico; No Especificado"
"F100","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Intoxicacion Aguda"
"F101","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Uso Nocivo"
"F102","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Sindrome De Dependencia"
"F103","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Estado De Abstinencia"
"F104","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Estado De Abstinencia Con Deliri"
"F105","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Trastorno Psicotico"
"F106","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Sindrome Amnesico"
"F107","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Trastorno Psicotico Residual Y D"
"F108","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Otros Trastornos Mentales Y Del "
"F109","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Alcohol; Trastorno Mental Y Del Comportam"
"F110","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Intoxicacion Aguda"
"F111","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Uso Nocivo"
"F112","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Sindrome De Dependencia"
"F113","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Estado De Abstinencia"
"F114","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Estado De Abstinencia Con Delir"
"F115","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Trastorno Psicotico"
"F116","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Sindrome Amnesico"
"F117","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Trastorno Psicotico Residual Y "
"F118","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Otros Trastornos Mentales Y Del"
"F119","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Opiaceos; Trastorno Mental Y Del Comporta"
"F120","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Intoxicacion Aguda"
"F121","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Uso Nocivo"
"F122","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Sindrome De Dependencia"
"F123","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Estado De Abstinencia"
"F124","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Estado De Abstinencia Con "
"F125","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Trastorno Psicotico"
"F126","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Sindrome Amnesico"
"F127","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Trastorno Psicotico Residu"
"F128","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Otros Trastornos Mentales "
"F129","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cannabinoides; Trastorno Mental Y Del Com"
"F130","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Intoxicacion Aguda"
"F131","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Uso Nocivo"
"F132","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Sindrome De Depend"
"F133","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Estado De Abstinen"
"F134","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Estado De Abstinen"
"F135","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Trastorno Psicotic"
"F136","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Sindrome Amnesico"
"F137","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Trastorno Psicotic"
"F138","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Otros Trastornos M"
"F139","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Sedantes O Hipnoticos; Trastornos Mental "
"F140","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina; Intoxicacion Aguda"
"F141","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina; Uso Nocivo"
"F142","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina; Sindrome De Dependencia"
"F143","Trastornos Mentales Y Del Comportamiento Debidos Al Uso De Cocaina; Estado De Abstinencia"
